id,program_type,day_number,day_type,phase,block_count,set_rest_seconds,block_1_params,block_2_params,block_3_params,block_4_params,total_duration_minutes,base_intensity_percent,created_at,updated_at,month,avg_work_rest_ratio
fb15de23-43a2-425b-8c39-1fb8f313ea49,main_5day,17,interval,1,1,,"{""rounds"":5,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":180,""total_intervals"":5,""workProgression"":""consistent"",""work_to_rest_ratio"":3,""avg_work_to_rest_ratio"":3}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,1,3
15d1bcae-2b88-472d-9825-dcd8758789b8,main_5day,18,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":1080,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,1,999
95f44409-065e-4f54-9ab1-4c4988ba96cd,main_5day,19,anaerobic,1,1,,"{""rounds"":4,""paceRange"":""max_effort"",""restDuration"":225,""workDuration"":45,""total_intervals"":4,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,1,0.2
f2e7030c-86d4-4fe1-a201-618db2aeb5cc,main_5day,20,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1800,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,1,999
9f549d84-46de-429d-ad08-dbade4755c38,main_5day,21,time_trial,1,1,,"{""rounds"":1,""paceRange"":""max_effort"",""restDuration"":0,""workDuration"":600,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,10,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
787d6614-d487-44e5-a7d5-dcd29537ba57,main_5day,22,anaerobic,1,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,0.2
fbe66ef9-770c-4d45-990b-27ef051ba92a,main_5day,23,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1440,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
8b3a3ba8-30b2-45e3-af13-eb5a3090ce96,main_5day,24,max_aerobic_power,1,1,,"{""rounds"":4,""paceRange"":[0.85,1.05],""restDuration"":240,""workDuration"":240,""total_intervals"":4,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,1
a97249b1-a8d8-4d95-9e07-0a39aa9620d9,main_5day,25,interval,1,1,,"{""rounds"":8,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":120,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":2,""avg_work_to_rest_ratio"":2}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,2
b06650a2-b2e4-4dde-bf7d-e1b2c568b44b,main_5day,26,anaerobic,1,1,,"{""rounds"":10,""paceRange"":""max_effort"",""restDuration"":100,""workDuration"":20,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,0.2
eb796f93-05f2-419f-adda-5081e8472dfb,main_5day,27,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1620,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
8472920d-95c8-4b7d-b121-b0359b0249d4,main_5day,28,max_aerobic_power,1,1,,"{""rounds"":10,""paceRange"":[0.85,1.05],""restDuration"":90,""workDuration"":90,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,1
ba04f1bd-c017-41e0-89ce-eaec668f902d,main_5day,29,interval,1,1,,"{""rounds"":5,""paceRange"":[0.8,1.1],""restDuration"":120,""workDuration"":180,""total_intervals"":5,""workProgression"":""consistent"",""work_to_rest_ratio"":1.5,""avg_work_to_rest_ratio"":1.5}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,1.5
567abc5f-99ac-4999-993c-d0938a7706f7,main_5day,30,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":720,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
8e453809-1a20-4ac5-bb48-a4fed720d31f,main_5day,31,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1800,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
a468fe7e-1c15-4acd-b5ba-453f8093dac1,main_5day,32,max_aerobic_power,1,1,,"{""rounds"":3,""paceRange"":[0.85,1.05],""restDuration"":300,""workDuration"":300,""total_intervals"":3,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,1
45666a49-9a68-4cd0-ad41-883997323458,main_5day,33,interval,1,1,,"{""rounds"":8,""paceRange"":[0.8,1.1],""restDuration"":120,""workDuration"":60,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.5,""avg_work_to_rest_ratio"":0.5}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,0.5
42424e62-92bb-467e-99e8-948d8218500a,main_5day,34,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":900,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
f9b4f94f-a989-4580-992d-8ee6f76f2563,main_5day,35,anaerobic,1,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,0.2
5c796f6e-47f2-4f8f-a47d-ff10419116ae,main_5day,36,max_aerobic_power,1,1,,"{""rounds"":21,""paceRange"":[0.85,1.05],""restDuration"":30,""workDuration"":30,""total_intervals"":21,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,1
1cbcebc6-74e4-416c-81e2-70368946173d,main_5day,37,interval,1,1,,"{""rounds"":6,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":180,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":3,""avg_work_to_rest_ratio"":3}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,3
d21eb66a-6f38-4fa0-ba9b-95bd76acb64e,main_5day,38,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":1080,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
0220318f-b7b0-410e-9114-5c67532d6a91,main_5day,39,anaerobic,1,1,,"{""rounds"":6,""paceRange"":""max_effort"",""restDuration"":225,""workDuration"":45,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,0.2
f281515c-fee5-4591-9e05-5e80c1a83fb8,main_5day,40,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1980,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,2,999
e311dd13-e973-405f-b975-5920fdbf8441,main_5day,41,time_trial,1,1,,"{""rounds"":1,""paceRange"":""max_effort"",""restDuration"":0,""workDuration"":600,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,10,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
9935e943-ab91-401f-a399-46a957edc4a2,main_5day,42,anaerobic,1,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,0.2
febae8ab-1b8a-4234-843f-e9f198e8ef40,main_5day,43,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1620,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
e06254df-1f53-4d17-96d8-37f88b173075,main_5day,44,max_aerobic_power,1,1,,"{""rounds"":4,""paceRange"":[0.85,1.05],""restDuration"":240,""workDuration"":240,""total_intervals"":4,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,1
302e9dc2-95db-43ec-9916-92840d98688f,main_5day,45,interval,1,1,,"{""rounds"":10,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":120,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":2,""avg_work_to_rest_ratio"":2}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,2
e01b3908-2b43-492d-a9e3-a59c5e9979fc,main_5day,46,anaerobic,1,1,,"{""rounds"":10,""paceRange"":""max_effort"",""restDuration"":100,""workDuration"":20,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,0.2
88a9f61f-f314-4d5d-beed-194aa9ae0e59,main_5day,47,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1800,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
ffb48d70-b233-4767-a027-aa193ce67a5b,main_5day,48,max_aerobic_power,1,1,,"{""rounds"":12,""paceRange"":[0.85,1.05],""restDuration"":90,""workDuration"":90,""total_intervals"":12,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,1
4f750080-0c5c-4858-aa79-5c7dc13f76c1,main_5day,49,interval,1,1,,"{""rounds"":6,""paceRange"":[0.8,1.1],""restDuration"":120,""workDuration"":180,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":1.5,""avg_work_to_rest_ratio"":1.5}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,1.5
cee487a5-04ee-4bf4-955a-cd1d8b5efdff,main_5day,50,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":720,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
57d4730e-3301-4b0b-8ea7-624964cdc653,main_5day,51,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1980,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
198e19c4-3db7-4e10-b92a-8cddac5129cd,main_5day,52,max_aerobic_power,1,1,,"{""rounds"":3,""paceRange"":[0.85,1.05],""restDuration"":360,""workDuration"":360,""total_intervals"":3,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,1
b0acb099-3a6a-4541-95ab-cb600ff79a01,main_5day,53,interval,1,1,,"{""rounds"":10,""paceRange"":[0.8,1.1],""restDuration"":120,""workDuration"":60,""total_intervals"":10,""workProgression"":""consistent"",""work_to_rest_ratio"":0.5,""avg_work_to_rest_ratio"":0.5}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,0.5
e604f4d2-a79b-41d7-98ac-44734bb18392,main_5day,54,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":900,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
434d172d-1962-4149-9e79-a6a5a535f1bc,main_5day,55,anaerobic,1,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,0.2
dfc5e17f-62f9-4160-8033-c0e094603edc,main_5day,56,max_aerobic_power,1,1,,"{""rounds"":24,""paceRange"":[0.85,1.05],""restDuration"":30,""workDuration"":30,""total_intervals"":24,""workProgression"":""consistent"",""work_to_rest_ratio"":1,""avg_work_to_rest_ratio"":1}",,,,24,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,1
af152b50-8df0-46b3-9d66-56a57fe6d83b,main_5day,57,interval,1,1,,"{""rounds"":8,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":180,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":3,""avg_work_to_rest_ratio"":3}",,,,28,95,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,3
ab8d14af-078f-4200-8f0f-070fc8102303,main_5day,58,threshold,1,1,,"{""rounds"":1,""paceRange"":[0.85,0.95],""restDuration"":0,""workDuration"":1080,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,15,90,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
ff9c3769-79bc-47a8-85cc-d79b3689aed6,main_5day,59,anaerobic,1,1,,"{""rounds"":6,""paceRange"":""max_effort"",""restDuration"":225,""workDuration"":45,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,0.2
329ed0f8-2175-4829-bcbb-28e140a6c1e1,main_5day,60,endurance,1,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":2160,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,25,70,2025-10-04 06:24:40.905038+00,2025-10-04 06:24:40.905038+00,3,999
a1da4d91-e488-40ad-aa98-49ce1db64fe5,main_5day,61,time_trial,2,1,,"{""rounds"":1,""paceRange"":""max_effort"",""restDuration"":0,""workDuration"":600,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,10,0,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,999
8c5daf26-9244-467c-af5f-4e14551c0e5d,main_5day,62,polarized,2,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_5_minutes"",""restDuration"":0,""workDuration"":1440,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,35,70,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,999
32f9b726-38a8-405a-ac5c-3f7c65d16c80,main_5day,63,anaerobic,2,1,,"{""rounds"":6,""paceRange"":""max_effort"",""restDuration"":150,""workDuration"":30,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,0.2
b57c3484-c0f8-4e19-a28f-0c90019a7b81,main_5day,64,interval,2,1,,"{""rounds"":6,""paceRange"":[0.8,1.1],""restDuration"":60,""workDuration"":120,""total_intervals"":6,""workProgression"":""consistent"",""work_to_rest_ratio"":2,""avg_work_to_rest_ratio"":2}",,,,28,95,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,2
21abe28e-401f-4317-a275-88e64f983e9d,main_5day,65,polarized,2,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_7_minutes"",""restDuration"":0,""workDuration"":2160,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,35,70,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,999
34d2720e-6dbe-442c-a88b-d6949bde7011,main_5day,66,anaerobic,2,1,,"{""rounds"":8,""paceRange"":""max_effort"",""restDuration"":100,""workDuration"":20,""total_intervals"":8,""workProgression"":""consistent"",""work_to_rest_ratio"":0.2,""avg_work_to_rest_ratio"":0.2}",,,,24,0,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,0.2
8cf3002a-37dc-4b19-837c-9c0ee4eccb27,main_5day,67,polarized,2,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_5_minutes"",""restDuration"":0,""workDuration"":1800,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,35,70,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,999
f221409c-0436-4f17-bd42-1f9ebacec7a4,main_5day,68,endurance,2,1,,"{""rounds"":1,""paceRange"":[0.7,0.7],""restDuration"":0,""workDuration"":1800,""total_intervals"":1,""workProgression"":""single"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,30,70,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,999
848b20b8-709b-44dc-a7c6-54a10c6cf7e5,main_5day,69,interval,2,1,,"{""rounds"":4,""paceRange"":[0.8,1.1],""restDuration"":120,""workDuration"":180,""total_intervals"":4,""workProgression"":""consistent"",""work_to_rest_ratio"":1.5,""avg_work_to_rest_ratio"":1.5}",,,,28,95,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,1.5
d1e772dc-7f7b-4732-a2c1-cb098eca4e96,main_5day,70,polarized,2,1,,"{""rounds"":1,""basePace"":[0.7,0.7],""burstTiming"":""every_7_minutes"",""restDuration"":0,""workDuration"":1980,""burstDuration"":7,""burstIntensity"":""max_effort"",""total_intervals"":1,""workProgression"":""continuous_with_bursts"",""work_to_rest_ratio"":999,""avg_work_to_rest_ratio"":999}",,,,35,70,2025-10-04 06:30:52.792423+00,2025-10-04 06:30:52.792423+00,4,999
